Date,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,SLV,USO,DBC,DBA,UUP,BTC,ETH
2013-06-02,130.38040161132812,65.65703582763672,82.34571075439453,40.13896942138672,30.7030029296875,78.85670471191406,78.47920227050781,73.92388153076172,45.589717864990234,133.9199981689453,21.440000534057617,260.8800048828125,21.863018035888672,21.911029815673828,18.88840675354004,,
2013-06-09,131.457275390625,65.78253173828125,82.6825180053711,40.29265213012695,30.322933197021484,78.15570831298828,78.2568359375,73.35821533203125,45.53989791870117,133.27999877929688,20.860000610351562,273.2799987792969,22.251916885375977,22.194698333740234,18.51247787475586,,
2013-06-16,130.16505432128906,64.78758239746094,82.26995086669922,39.958553314208984,29.294536590576172,78.61154174804688,78.6000747680664,73.47145080566406,45.771690368652344,134.42999267578125,21.329999923706055,277.9200134277344,22.235010147094727,21.782093048095703,18.278562545776367,,
2013-06-23,127.55805206298828,63.329078674316406,80.80490112304688,38.71570587158203,27.87862777709961,74.86817169189453,76.13031768798828,70.60237121582031,44.459835052490234,125.05000305175781,19.389999389648438,265.8399963378906,21.499479293823242,21.74770736694336,18.66284942626953,,
2013-06-30,128.64060974121094,64.08436584472656,81.67212677001953,39.06407165527344,29.067834854125977,76.27709197998047,76.4809799194336,71.50840759277344,44.81987380981445,119.11000061035156,18.969999313354492,273.44000244140625,21.245845794677734,21.403873443603516,18.846637725830078,,
2013-07-07,130.7255096435547,65.26229858398438,84.28787231445312,39.432228088378906,28.1920223236084,73.55799102783203,75.10552978515625,70.80332946777344,44.54718780517578,118.08999633789062,18.209999084472656,292.4800109863281,21.609384536743164,21.171781539916992,19.130674362182617,,
2013-07-14,134.3260040283203,67.70806121826172,86.83334350585938,40.7752571105957,29.400035858154297,74.5686264038086,76.09922790527344,71.87638854980469,45.89078140258789,124.12999725341797,19.209999084472656,300.4800109863281,22.116647720336914,21.335105895996094,18.771451950073242,,
2013-07-21,135.65716552734375,67.06966400146484,88.2117691040039,41.36156463623047,29.656740188598633,75.59315490722656,76.77164459228516,72.7095947265625,46.555179595947266,125.11000061035156,18.8799991607666,307.6000061035156,22.175827026367188,21.541406631469727,18.67955780029297,,
2013-07-28,135.60902404785156,67.7710189819336,88.05109405517578,41.45018768310547,30.071998596191406,74.859375,76.33828735351562,72.39396667480469,45.99987030029297,128.77999877929688,19.31999969482422,297.67999267578125,21.854562759399414,21.214759826660156,18.462352752685547,,
2013-08-04,137.0845489501953,69.209716796875,88.93061065673828,42.04330825805664,29.981393814086914,73.92326354980469,76.18207550048828,72.07774353027344,45.941078186035156,126.36000061035156,19.1200008392334,303.5199890136719,21.88838005065918,20.948287963867188,18.51247787475586,,
2013-08-11,135.76939392089844,68.7780990600586,87.98344421386719,42.15920639038086,29.71713638305664,74.4368667602539,76.40655517578125,72.16001892089844,45.62220764160156,126.86000061035156,19.760000228881836,300.7200012207031,21.71929359436035,21.309316635131836,18.320335388183594,,
2013-08-18,132.9788055419922,67.86993408203125,85.9876708984375,42.056949615478516,29.671842575073242,71.73719787597656,74.92510223388672,70.6278076171875,45.104061126708984,132.5800018310547,22.34000015258789,307.20001220703125,22.37027931213379,21.61017417907715,18.362104415893555,,
2013-08-25,133.6123504638672,68.93992614746094,87.24772644042969,41.975135803222656,29.181081771850586,72.37567138671875,74.92510223388672,71.04568481445312,45.48769760131836,134.89999389648438,23.149999618530273,303.6000061035156,22.46327781677246,21.421062469482422,18.37045669555664,,
2013-09-01,131.23065185546875,67.86091613769531,84.88832092285156,40.33894348144531,28.705429077148438,73.55548095703125,75.12712097167969,71.57749938964844,45.51261901855469,134.6199951171875,22.600000381469727,307.8399963378906,22.539365768432617,21.558597564697266,18.537538528442383,,
2013-09-08,133.14723205566406,69.17372131347656,86.5881118774414,41.67516326904297,30.18524169921875,71.70387268066406,74.33358001708984,70.5523452758789,45.362361907958984,134.14999389648438,22.969999313354492,314.8800048828125,22.539365768432617,21.739112854003906,18.545894622802734,,
2013-09-15,135.7854461669922,70.18978881835938,88.63460540771484,42.83414077758789,31.076162338256836,72.05179595947266,74.6183090209961,70.74922180175781,45.607757568359375,127.81999969482422,21.420000076293945,310.79998779296875,22.268827438354492,21.911029815673828,18.37045669555664,,
2013-09-22,137.56741333007812,71.23929595947266,90.1399154663086,43.81584548950195,31.770763397216797,73.00502014160156,75.6749267578125,71.67029571533203,46.2589111328125,127.95999908447266,21.0,302.1600036621094,21.947559356689453,21.592981338500977,18.119840621948242,,
2013-09-29,136.10888671875,71.31144714355469,90.37137603759766,43.80902862548828,31.128990173339844,74.146240234375,76.38674926757812,72.26734161376953,45.99843978881836,128.97000122070312,20.959999084472656,295.67999267578125,21.87147331237793,21.868053436279297,18.078067779541016,,
2013-10-06,136.09278869628906,71.60908508300781,90.74446105957031,43.529510498046875,31.793407440185547,73.74742126464844,76.36626434326172,72.22071075439453,46.19786834716797,126.52999877929688,20.93000030517578,298.4800109863281,21.879924774169922,21.902435302734375,18.053007125854492,,
2013-10-13,137.19671630859375,71.45572662353516,91.3041000366211,43.9317512512207,32.3370246887207,73.572998046875,76.20867919921875,72.38002014160156,46.394187927246094,122.5999984741211,20.520000457763672,294.0,22.10819435119629,22.005590438842773,18.09477424621582,,
2013-10-20,140.52474975585938,74.08920288085938,93.8563461303711,45.04981994628906,32.69942092895508,74.67528533935547,76.77903747558594,73.33592987060547,47.01826095581055,126.8499984741211,21.110000610351562,291.6000061035156,22.201190948486328,22.082950592041016,17.919343948364258,,
2013-10-27,141.78176879882812,74.76564025878906,94.18702697753906,45.308876037597656,32.27662658691406,75.54736328125,77.37191009521484,73.48883056640625,47.12396240234375,130.4600067138672,21.709999084472656,282.55999755859375,21.863018035888672,21.96260643005371,17.82744789123535,,
2013-11-03,141.9912567138672,74.68448638916016,92.18595123291016,44.69529724121094,32.07276916503906,74.28107452392578,76.68154907226562,73.21418762207031,46.94239044189453,126.94999694824219,21.079999923706055,273.0400085449219,21.499479293823242,21.412466049194336,18.16996192932129,,
2013-11-10,142.8615264892578,74.44094848632812,92.61837005615234,44.4635124206543,31.076162338256836,72.33639526367188,76.05770874023438,72.43411254882812,46.982845306396484,124.27999877929688,20.690000534057617,272.0799865722656,21.33039093017578,21.38667869567871,18.295272827148438,,
2013-11-17,145.0855712890625,75.72162628173828,93.97505950927734,45.11799240112305,31.89911651611328,73.25975036621094,76.57632446289062,72.92645263671875,47.12442398071289,124.31999969482422,20.0,271.0400085449219,21.43184471130371,21.274932861328125,18.17831802368164,,
2013-11-24,145.697998046875,75.74867248535156,94.83995056152344,45.0975341796875,31.748106002807617,72.6861572265625,76.42604064941406,73.0799331665039,47.11936950683594,119.91999816894531,19.1299991607666,272.32000732421875,21.609384536743164,21.257741928100586,18.153257369995117,,
2013-12-01,145.85105895996094,77.31794738769531,96.24745178222656,45.15888595581055,31.97461700439453,73.06392669677734,76.43350219726562,73.31009674072266,47.245811462402344,120.69999694824219,19.239999771118164,267.67999267578125,21.56711196899414,21.352294921875,18.128192901611328,,
2013-12-08,145.80274963378906,77.56146240234375,95.37410736083984,44.56576919555664,31.665063858032227,72.20799255371094,75.77401733398438,72.90474700927734,47.18990707397461,118.55000305175781,18.760000228881836,280.3999938964844,21.76156234741211,21.18897247314453,18.027944564819336,,
2013-12-15,143.52224731445312,76.52429962158203,93.44084167480469,43.67949676513672,30.917598724365234,72.41140747070312,75.78156280517578,73.18048095703125,47.21025848388672,119.37999725341797,18.950000762939453,277.1199951171875,21.465660095214844,21.15458869934082,18.027944564819336,,
2013-12-22,147.09658813476562,78.26020050048828,96.60359191894531,44.74568176269531,30.8389835357666,73.14105987548828,75.61595916748047,73.68724060058594,47.31696701049805,115.94000244140625,18.6200008392334,283.8399963378906,21.693927764892578,21.197568893432617,18.09477424621582,,
2013-12-29,148.9519500732422,79.18303680419922,98.02252960205078,45.77716064453125,31.463687896728516,71.66268157958984,74.97129821777344,73.4354476928711,47.36644744873047,117.12000274658203,19.270000457763672,286.7200012207031,21.854562759399414,21.120206832885742,18.036296844482422,,
2014-01-05,148.17416381835938,78.38690948486328,97.6224594116211,45.371437072753906,30.564720153808594,71.91603088378906,75.08445739746094,73.71855163574219,47.50434875488281,119.29000091552734,19.420000076293945,270.0,21.245845794677734,21.008459091186523,18.161611557006836,,
2014-01-12,149.18690490722656,78.98401641845703,98.32894134521484,45.942195892333984,30.678998947143555,73.49275970458984,75.876220703125,74.07239532470703,47.790382385253906,120.26000213623047,19.3799991607666,265.5199890136719,21.017578125,20.83654022216797,18.10312843322754,,
2014-01-19,148.7817840576172,79.50872039794922,98.67794799804688,45.942195892333984,30.313323974609375,74.24591827392578,76.13257598876953,74.27184295654297,47.897621154785156,120.93000030517578,19.510000228881836,269.5199890136719,21.05984878540039,20.76777458190918,18.228443145751953,,
2014-01-26,144.93341064453125,78.47732543945312,96.56697082519531,44.594390869140625,29.132482528686523,75.65369415283203,76.66049194335938,74.22042083740234,47.50945281982422,122.29000091552734,19.15999984741211,276.6400146484375,21.203575134277344,20.845136642456055,18.06136131286621,,
2014-02-02,144.35821533203125,78.05207824707031,95.4689712524414,43.74169921875,29.09439468383789,76.21684265136719,77.12802124023438,74.85089874267578,47.62693405151367,120.08999633789062,18.450000762939453,278.3999938964844,21.034488677978516,21.18897247314453,18.236797332763672,,
2014-02-09,145.57347106933594,78.98401641845703,94.268798828125,44.780059814453125,29.505779266357422,75.36006927490234,77.09400177001953,74.89476013183594,47.95133972167969,122.16999816894531,19.270000457763672,285.1199951171875,21.56711196899414,21.67894172668457,18.08642578125,,
2014-02-16,149.08969116210938,81.25489044189453,97.08621215820312,45.72214126586914,30.214282989501953,75.21190643310547,76.9202880859375,74.99805450439453,48.2028694152832,127.1500015258789,20.649999618530273,287.2799987792969,21.795379638671875,21.95401382446289,17.9527587890625,,
2014-02-23,148.98439025878906,81.36347961425781,98.44813537597656,46.05222702026367,30.039064407348633,75.275390625,76.9731674194336,75.0496597290039,48.33628463745117,127.58000183105469,20.969999313354492,293.5199890136719,22.150466918945312,22.89956283569336,17.977821350097656,,
